,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
lr_node2vec+_all_normalize_without_transfer,100.0,97.6063829787234,100.0,95.73643410852713,97.80219780219781,100.0,96.37305699481864,100.0,98.62593702802738
lr_node2vec_all_normalize_without_transfer,100.0,97.6063829787234,100.0,95.73643410852713,97.80219780219781,100.0,96.37305699481864,100.0,98.62593702802738
xgb_homoGATConv_all_normalize_without_transfer,95.91836734693878,98.67021276595744,98.36065573770492,95.73643410852713,97.80219780219781,98.54368932038835,96.37305699481864,100.0,97.98013006224244
xgb_node2vec+_all_normalize_without_transfer,98.9795918367347,98.67021276595744,98.36065573770492,78.68217054263566,97.80219780219781,100.0,99.74093264248704,100.0,97.80002669624488
xgb_homo_SAGEConv_all_normalize_without_transfer,100.0,99.73404255319149,100.0,78.68217054263566,97.80219780219781,86.40776699029126,99.74093264248704,100.0,97.01216827419346
xgb_node2vec_all_normalize_without_transfer,97.9591836734694,98.67021276595744,98.36065573770492,78.68217054263566,92.30769230769232,80.09708737864078,99.74093264248704,98.21428571428572,94.77289980234669
rf_homoGATConv_all_normalize_without_transfer,100.0,78.72340425531915,67.62295081967213,98.06201550387597,97.80219780219781,100.0,96.37305699481864,98.21428571428572,91.8147398948356
rf_node2vec_all_normalize_without_transfer,100.0,78.72340425531915,98.36065573770492,64.72868217054264,92.30769230769232,100.0,89.11917098445595,100.0,91.13788910527597
rf_node2vec+_all_normalize_without_transfer,100.0,63.829787234042556,98.36065573770492,100.0,92.30769230769232,100.0,91.70984455958548,98.21428571428572,90.0452408650235
LogME,98.9795918367347,98.67021276595744,86.88524590163935,98.06201550387597,87.36263736263737,93.20388349514563,96.37305699481864,66.07142857142857,89.52090687622383
Reg-H-Score,98.9795918367347,98.67021276595744,86.88524590163935,98.06201550387597,87.36263736263737,93.20388349514563,96.37305699481864,66.07142857142857,89.52090687622383
rf_homo_SAGEConv_all_normalize_without_transfer,98.9795918367347,99.73404255319149,82.78688524590164,91.86046511627907,97.80219780219781,68.44660194174757,81.34715025906735,79.91071428571429,89.13872919669326
lr_homo_SAGEConv_all_normalize_without_transfer,93.87755102040816,74.20212765957447,92.21311475409836,85.27131782945737,96.70329670329672,98.54368932038835,95.07772020725388,75.44642857142857,86.30727160694094
lr_homoGATConv_all_normalize_without_transfer,92.34693877551021,33.77659574468085,100.0,78.68217054263566,89.56043956043956,98.54368932038835,47.66839378238342,79.91071428571429,73.2021772566113
random,26.53061224489796,40.42553191489362,27.868852459016395,39.53488372093023,27.472527472527474,30.097087378640776,32.64248704663212,30.357142857142858,32.20965920948285
