,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.96493,0.93273,1.0,0.99479,0.78369,0.8908754299117927
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94927,0.96493,0.96493,0.93273,1.0,0.99479,0.78369,0.8903177231653017
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.95475,0.93273,1.0,0.99479,0.78369,0.8899132556053362
rf_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.96493,0.93273,0.99346,0.99479,0.78369,0.8891581386148371
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.95475,0.93273,0.98693,0.99479,0.78369,0.8888110924552242
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.95475,0.93273,0.99346,0.98148,0.78369,0.8883669354992456
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.94394,0.96493,0.95136,0.91133,0.99346,0.97997,0.7305,0.8773902430114668
rf_node2vec+_all_normalize_without_transfer,0.7189,0.95145,0.97823,0.96493,0.93273,0.99346,0.99383,0.78369,0.8534822180321291
rf_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.95475,0.93273,1.0,0.99479,0.78369,0.8519500634697481
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.95475,0.92213,1.0,0.99479,0.78369,0.8512972591370314
LogME,0.70417,0.9206,0.97823,0.93439,0.9248,0.99673,0.95665,0.7305,0.8336591951956991
Reg-H-Score,0.65303,0.9206,0.97823,0.93439,0.9248,0.99346,0.98916,0.7305,0.8166556108719808
random,0.505107037037037,0.9043764150943396,0.8949596226415094,0.8792362264150945,0.8768932087167703,0.8696440740740742,0.9535086274509804,0.6399072222222223,0.7141057262981648
