,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.95475,0.93273,1.0,0.99479,0.78369,0.8906902494987313
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.95475,0.93273,1.0,0.99479,0.78369,0.8906902494987313
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.94617,0.96977,0.96493,0.93273,1.0,0.99479,0.78369,0.8906012927540308
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94927,0.96493,0.95475,0.93273,1.0,0.99479,0.78369,0.8893555488588452
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.95362,0.93273,0.99346,0.99479,0.78369,0.8888661549634361
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.95475,0.93273,0.98693,0.99479,0.78369,0.8872571046684339
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.95475,0.93273,0.98039,0.98148,0.78369,0.8857107845623434
rf_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.96493,0.93273,0.98039,0.99479,0.75,0.8819362348021773
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.95475,0.92213,1.0,0.99479,0.78369,0.8512972591370314
rf_homoGATConv_all_normalize_without_transfer,0.74877,0.94394,0.96493,0.93439,0.91133,0.98039,0.97997,0.7305,0.847242420282777
rf_node2vec+_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.96493,0.93273,0.98039,0.99383,0.75,0.8447063264326792
rf_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.95475,0.93273,1.0,0.99479,0.7305,0.8435148987131075
Reg-H-Score,0.65303,0.9206,0.97823,0.93439,0.9248,0.99346,0.90055,0.7305,0.8126210750589694
LogME,0.65303,0.9206,0.96493,0.60294,0.9248,0.99346,0.90055,0.7305,0.7800721851925844
