,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8916524238051877
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.96493,0.93273,1.0,0.99479,0.78369,0.8908754299117927
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96977,0.96493,0.93273,1.0,0.99479,0.78369,0.8908754299117927
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.95475,0.93273,1.0,0.99479,0.78369,0.8906902494987313
rf_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96493,0.96493,0.93273,0.99346,0.99479,0.78369,0.8894906111791502
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96493,0.95475,0.911466658115387,1.0,0.97997,0.7305,0.8790492848340314
rf_node2vec_all_normalize_without_transfer,0.74877,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8649876970178995
rf_node2vec+_all_normalize_without_transfer,0.7189,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8544662255629947
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.96493,0.95475,0.93273,1.0,0.99479,0.78369,0.8522825360340612
LogME,0.70417,0.93498,0.97823,0.93439,0.9248,0.99673,0.98916,0.7305,0.835886028839899
Reg-H-Score,0.70417,0.93498,0.97823,0.93439,0.9248,0.99673,0.98916,0.7305,0.835886028839899
random,0.505107037037037,0.9043764150943396,0.8949596226415094,0.8792362264150945,0.8768932087167703,0.8696440740740742,0.9535086274509804,0.6399072222222223,0.7141057262981648
