,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94394,0.96131,0.95475,0.93273,1.0,0.99383,0.78369,0.8887026330136529
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.93439,0.93273,0.99346,0.99287,0.78369,0.8861841954408577
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.94394,0.96131,0.95475,0.92213,1.0,0.99383,0.7305,0.8796146639242958
xgb_homo_SAGEConv_all_normalize_without_transfer,0.74877,0.95145,0.96131,0.95475,0.93273,0.98039,0.97737,0.75,0.8535161770233783
rf_homoGATConv_all_normalize_without_transfer,0.74877,0.94394,0.95405,0.93439,0.91133,0.98039,0.97654,0.72518,0.8452433180212892
lr_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.93439,0.93273,0.98039,0.99479,0.7305,0.8387710956531267
lr_node2vec+_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.93439,0.93273,0.98039,0.99479,0.7305,0.8387710956531267
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.93439,0.92213,0.98693,0.98724,0.7305,0.8387148267852703
lr_homoGATConv_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.93439,0.93273,0.97059,0.99479,0.7305,0.8373620873113998
rf_node2vec+_all_normalize_without_transfer,0.65303,0.95145,0.96131,0.96493,0.93273,0.98039,0.99383,0.72518,0.8175680464159751
rf_homo_SAGEConv_all_normalize_without_transfer,0.65303,0.95145,0.93954,0.96493,0.92213,0.98039,0.99383,0.7305,0.8157594895960902
Reg-H-Score,0.65303,0.86314,0.96493,0.93439,0.9248,0.98039,0.90055,0.7305,0.8065370844056756
rf_node2vec_all_normalize_without_transfer,0.65303,0.95145,0.95405,0.95475,0.93273,0.87582,0.99479,0.72518,0.8009481061315296
random,0.505107037037037,0.9043764150943396,0.8949596226415094,0.8792362264150945,0.8768932087167703,0.8696440740740742,0.9535086274509804,0.6399072222222223,0.7141057262981648
LogME,0.05115,0.86314,0.96493,0.27262,0.9248,0.98039,0.90055,0.7305,0.5319816646609146
