,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.95814,0.93273,1.0,0.99396,0.78369,0.889483383915689
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99396,0.78369,0.8890558146971703
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.95362,0.93273,0.99673,0.99479,0.77128,0.8856538603401803
rf_node2vec+_all_normalize_without_transfer,0.759,0.94667,0.97461,0.96493,0.91947,1.0,0.99273,0.72872,0.8570359893164627
rf_homoGATConv_all_normalize_without_transfer,0.759,0.91173,0.95163,0.95136,0.9234,0.99673,0.98724,0.76241,0.856682684849171
xgb_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95362,0.93273,1.0,0.993,0.77128,0.8507685519505626
lr_node2vec+_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95362,0.93273,1.0,0.9941,0.76241,0.8493966899700147
lr_node2vec_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95362,0.93273,1.0,0.9941,0.76241,0.8493966899700147
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.95145,0.97219,0.95249,0.9104,0.98693,0.9941,0.78369,0.8491356402995879
rf_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.94981,0.96131,0.95249,0.9068,0.99346,0.99479,0.76241,0.8455462250252861
rf_node2vec_all_normalize_without_transfer,0.72218,0.95145,0.9601,0.95249,0.929,1.0,0.99396,0.7305,0.8426447590988907
xgb_homo_SAGEConv_all_normalize_without_transfer,0.66448,0.9479,0.96131,0.95362,0.8896,1.0,0.99273,0.76241,0.8247813459983893
Reg-H-Score,0.66203,0.94667,0.97823,0.95362,0.9234,0.9902,0.993,0.7305,0.8208923763433618
LogME,0.66203,0.94667,0.97219,0.95362,0.9234,0.9902,0.90055,0.7305,0.8163167488533316
