,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,100.0,96.7479674796748,93.9516129032258,97.2,99.19354838709677,99.2,98.36065573770492,100.0,98.78249776470837
xgb_node2vec+_all_normalize_without_transfer,100.0,96.7479674796748,93.9516129032258,95.60000000000001,96.77419354838709,99.2,95.90163934426229,100.0,98.38626203697186
Reg-H-Score,97.97979797979798,100.0,98.98989898989899,99.01960784313725,89.6039603960396,94.55445544554455,7.8431372549019605,99.64285714285714,93.62770898179089
lr_node2vec+_all_normalize_without_transfer,96.77419354838709,97.5609756097561,98.38709677419354,97.2,99.19354838709677,72.4,98.36065573770492,94.35483870967741,93.34835341939778
lr_node2vec_all_normalize_without_transfer,96.77419354838709,97.5609756097561,98.38709677419354,97.2,99.19354838709677,72.4,98.36065573770492,94.35483870967741,93.34835341939778
xgb_homoGATConv_all_normalize_without_transfer,96.77419354838709,100.0,95.56451612903226,97.2,24.193548387096772,97.2,95.90163934426229,94.35483870967741,92.18652945426322
rf_homo_SAGEConv_all_normalize_without_transfer,97.58064516129032,96.7479674796748,91.53225806451613,95.60000000000001,6.451612903225806,94.80000000000001,99.18032786885246,94.35483870967741,90.52212722143905
xgb_homo_SAGEConv_all_normalize_without_transfer,91.93548387096773,96.7479674796748,52.82258064516129,97.2,33.87096774193548,99.2,95.90163934426229,98.38709677419354,87.91837999886724
lr_homoGATConv_all_normalize_without_transfer,96.77419354838709,99.1869918699187,76.20967741935483,97.2,25.0,72.4,100.0,99.19354838709677,87.84854948717256
lr_homo_SAGEConv_all_normalize_without_transfer,96.77419354838709,99.1869918699187,98.38709677419354,44.800000000000004,25.0,86.0,98.36065573770492,99.19354838709677,86.99060105314908
rf_homoGATConv_all_normalize_without_transfer,64.91935483870968,61.78861788617886,91.53225806451613,81.2,96.77419354838709,97.2,89.34426229508198,94.35483870967741,80.91134634981199
rf_node2vec_all_normalize_without_transfer,97.58064516129032,86.17886178861788,64.91935483870968,58.800000000000004,99.19354838709677,94.80000000000001,95.90163934426229,39.516129032258064,80.80917678768341
rf_node2vec+_all_normalize_without_transfer,96.77419354838709,86.17886178861788,99.19354838709677,100.0,95.16129032258064,32.800000000000004,89.34426229508198,39.516129032258064,77.96623919457376
LogME,3.0303030303030303,100.0,98.98989898989899,6.862745098039215,89.6039603960396,94.55445544554455,7.8431372549019605,82.14285714285714,48.6370940472783
random,25.806451612903224,4.878048780487805,18.548387096774192,20.0,29.032258064516128,32.0,14.754098360655739,25.806451612903224,24.041369821139426
