,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,100.0,100.0,99.19354838709677,98.4,100.0,99.2,100.0,100.0,99.66815382508474
LogME,100.0,100.0,100.0,99.01960784313725,100.0,98.01980198019803,100.0,99.64285714285714,99.57142638563992
Reg-H-Score,100.0,100.0,100.0,99.01960784313725,100.0,98.01980198019803,100.0,99.64285714285714,99.57142638563992
lr_node2vec+_all_normalize_without_transfer,100.0,100.0,99.19354838709677,97.2,100.0,99.2,100.0,100.0,99.55969768027757
lr_homoGATConv_all_normalize_without_transfer,100.0,100.0,99.19354838709677,97.2,100.0,99.2,100.0,100.0,99.55969768027757
lr_node2vec_all_normalize_without_transfer,100.0,100.0,99.19354838709677,97.2,100.0,99.2,100.0,100.0,99.55969768027757
xgb_node2vec+_all_normalize_without_transfer,100.0,100.0,99.19354838709677,97.2,100.0,99.2,100.0,100.0,99.55969768027757
xgb_homoGATConv_all_normalize_without_transfer,97.58064516129032,100.0,99.19354838709677,98.4,100.0,99.2,99.18032786885246,99.19354838709677,98.64057072726733
rf_node2vec_all_normalize_without_transfer,98.38709677419354,100.0,92.74193548387096,100.0,100.0,99.2,100.0,99.19354838709677,98.5245932771478
rf_node2vec+_all_normalize_without_transfer,98.38709677419354,99.1869918699187,100.0,100.0,100.0,99.2,99.18032786885246,95.16129032258064,98.45452753490909
lr_homo_SAGEConv_all_normalize_without_transfer,96.77419354838709,100.0,99.19354838709677,95.60000000000001,100.0,99.2,100.0,100.0,98.26472298898184
rf_homo_SAGEConv_all_normalize_without_transfer,99.19354838709677,99.1869918699187,98.38709677419354,100.0,84.6774193548387,99.2,100.0,98.38709677419354,98.23327881560087
rf_homoGATConv_all_normalize_without_transfer,98.38709677419354,92.6829268292683,96.77419354838709,98.4,97.58064516129032,99.2,100.0,98.38709677419354,98.05920537937483
xgb_homo_SAGEConv_all_normalize_without_transfer,93.54838709677419,100.0,98.38709677419354,97.2,95.96774193548387,99.2,99.18032786885246,100.0,96.9094837454492
random,25.806451612903224,4.878048780487805,18.548387096774192,20.0,29.032258064516128,32.0,14.754098360655739,25.806451612903224,24.041369821139426
