,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95814,0.93273,1.0,0.99479,0.78369,0.889719524729512
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.77128,0.8873245669767694
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.77128,0.8873245669767694
rf_node2vec_all_normalize_without_transfer,0.759,0.95145,0.9601,0.96493,0.93273,1.0,0.99396,0.77128,0.8636498839988946
rf_homoGATConv_all_normalize_without_transfer,0.759,0.91173,0.96735,0.95136,0.9234,1.0,0.99479,0.76241,0.8589014417397058
rf_node2vec+_all_normalize_without_transfer,0.759,0.94981,0.97823,0.96493,0.93273,1.0,0.99273,0.7305,0.8586171841216904
LogME,0.759,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8559387699259317
Reg-H-Score,0.759,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8559387699259317
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.95145,0.97219,0.95249,0.93273,1.0,0.99479,0.78369,0.8523656384517355
xgb_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95814,0.93273,1.0,0.9941,0.77128,0.8512250082215609
rf_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.94981,0.96856,0.96493,0.9082,0.99673,0.99479,0.76241,0.8478773054902192
xgb_homo_SAGEConv_all_normalize_without_transfer,0.70336,0.95145,0.96493,0.95362,0.9196,1.0,0.99396,0.76241,0.8410190268953703
