,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95814,0.93273,1.0,0.99479,0.78369,0.889719524729512
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.99479,0.78369,0.8893110065840716
rf_homo_SAGEConv_all_normalize_without_transfer,0.77291,0.94981,0.97219,0.96493,0.911466658115387,1.0,0.99479,0.76241,0.8669589013357988
rf_node2vec_all_normalize_without_transfer,0.759,0.95145,0.9601,0.96493,0.93273,1.0,0.99479,0.77128,0.8636860554936338
rf_homoGATConv_all_normalize_without_transfer,0.759,0.94513,0.96735,0.95814,0.9234,1.0,0.99479,0.76241,0.8613956204388243
rf_node2vec+_all_normalize_without_transfer,0.759,0.94981,0.97823,0.96493,0.93273,1.0,0.9941,0.73404,0.8592435283792637
LogME,0.759,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8559387699259317
Reg-H-Score,0.759,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8559387699259317
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.95145,0.97461,0.95249,0.93273,1.0,0.99479,0.78369,0.8525846588438979
xgb_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95814,0.93273,1.0,0.9941,0.77128,0.8512250082215609
xgb_homo_SAGEConv_all_normalize_without_transfer,0.70336,0.95145,0.97219,0.95362,0.9196,1.0,0.9941,0.78369,0.8450884290012446
random,0.5051078225806451,0.9010047154471545,0.8971796774193547,0.88399088,0.8792558879250867,0.8721047999999998,0.9557622131147542,0.6403428225806452,0.713175450734163
