,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.95814,0.93273,1.0,0.99396,0.78369,0.889483383915689
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99479,0.78369,0.8890919861919094
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,0.99673,0.99479,0.77128,0.8866385470619671
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.9941,0.76241,0.8858746965919048
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.9941,0.76241,0.8858746965919048
rf_homoGATConv_all_normalize_without_transfer,0.759,0.91173,0.96735,0.95136,0.9234,1.0,0.99479,0.76241,0.8589014417397058
rf_node2vec+_all_normalize_without_transfer,0.759,0.94981,0.97823,0.96493,0.93273,1.0,0.99273,0.72872,0.8583322636945351
Reg-H-Score,0.759,0.94667,0.97823,0.95362,0.9234,0.9902,0.993,0.7305,0.8554731985363883
LogME,0.759,0.94667,0.97219,0.95362,0.9234,0.9902,0.993,0.7305,0.8549265525989256
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.95145,0.97219,0.95249,0.9266,0.99346,0.9941,0.78369,0.8510355375995002
xgb_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95362,0.93273,1.0,0.99396,0.77128,0.8508103888601402
rf_node2vec_all_normalize_without_transfer,0.72218,0.95145,0.9601,0.95249,0.93273,1.0,0.99396,0.77128,0.84939504201375
rf_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.94981,0.96735,0.96493,0.9068,0.99673,0.99479,0.76241,0.8476841991865567
xgb_homo_SAGEConv_all_normalize_without_transfer,0.70336,0.94808,0.96131,0.95362,0.8896,1.0,0.99273,0.76241,0.8386566226175474
random,0.5051078225806451,0.9010047154471545,0.8971796774193547,0.88399088,0.8792558879250867,0.8721047999999998,0.9557622131147542,0.6403428225806452,0.713175450734163
