,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_homo_SAGEConv_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,0.9882789425139649,1.0,0.98693,0.9993063862724797,1.0,0.9966967556442035
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,0.989450011917963,1.0,1.0,0.999165653052403,0.9728464061044546,0.9943264359956177
xgb_node2vec+_all_normalize_without_transfer,1.0,1.0,0.9938255829406172,0.9882789425139649,1.0,1.0,0.999165653052403,0.9728464061044546,0.9939993443545563
rf_homoGATConv_all_normalize_without_transfer,1.0,1.0,0.9938255829406172,0.9882789425139649,0.9899971052716221,1.0,0.9932448054363233,0.9570110630478889,0.9906293966716669
rf_node2vec_all_normalize_without_transfer,0.9205914102393052,0.9981817226338746,0.982703454197888,1.0,1.0,1.0,0.9993063862724797,1.0,0.9695607514029484
rf_node2vec+_all_normalize_without_transfer,0.9205914102393052,1.0,0.9962994387822904,0.9882789425139649,0.9886355108123466,1.0,0.999165653052403,0.9321287754086438,0.9582648940195856
xgb_node2vec_all_normalize_without_transfer,0.8759324171892247,1.0,0.9962994387822904,0.9929632201299576,0.9886355108123466,1.0,0.9993063862724797,1.0,0.953390443874504
xgb_homoGATConv_all_normalize_without_transfer,0.8754351280216381,0.9962688528036154,0.9962994387822904,0.989450011917963,0.9960009863518918,1.0,0.9993063862724797,1.0,0.9531222138383322
Reg-H-Score,0.872239789196311,1.0,1.0,0.9929301027686093,0.9984861591695502,0.99346,1.0,0.9927699709168003,0.9508839984405788
LogME,0.872239789196311,1.0,0.9938255829406172,0.9929301027686093,0.9984861591695502,0.9902,1.0,0.9927699709168003,0.9498639983543102
rf_homo_SAGEConv_all_normalize_without_transfer,0.8759324171892247,0.9982763150980083,0.9938255829406172,0.9882789425139649,0.9886355108123466,1.0,0.999165653052403,0.9728464061044546,0.9482964265473937
lr_node2vec_all_normalize_without_transfer,0.8719541038485329,1.0,0.9938255829406172,0.963655394691843,1.0,1.0,1.0,0.9728464061044546,0.945409203873059
lr_homoGATConv_all_normalize_without_transfer,0.8759324171892247,0.9962688528036154,0.9962994387822904,0.9882789425139649,1.0,0.99673,1.0,0.9185519784608711,0.939938471740657
lr_node2vec+_all_normalize_without_transfer,0.8153844287845524,0.9981817226338746,1.0,0.9929632201299576,0.9934278944603476,0.99673,1.0,0.9570110630478889,0.9246382540915499
