,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.94654,0.96131,0.95362,0.89653,1.0,0.99273,0.76241,0.8815012843047625
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.95475,0.929,0.99673,0.993,0.7305,0.8791831960093532
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.94808,0.95405,0.95362,0.92213,0.87582,0.98203,0.7039,0.8547389912120382
xgb_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.95362,0.92213,1.0,0.9941,0.78369,0.8484731603534179
rf_node2vec_all_normalize_without_transfer,0.71768,0.94403,0.96131,0.95023,0.87107,0.89216,0.99396,0.7305,0.8203160032133429
rf_homo_SAGEConv_all_normalize_without_transfer,0.71768,0.94467,0.96131,0.95023,0.87593,0.87582,0.99273,0.7305,0.8182309627481682
lr_node2vec+_all_normalize_without_transfer,0.65303,0.94972,0.96493,0.95023,0.9196,0.99673,0.99396,0.7305,0.8153864800235416
rf_node2vec+_all_normalize_without_transfer,0.65303,0.94403,0.96131,0.92421,0.87107,1.0,0.99273,0.72518,0.8091384588979597
lr_node2vec_all_normalize_without_transfer,0.70336,0.95145,0.95405,0.92081,0.87593,0.80065,0.99479,0.76241,0.8044729190004706
xgb_homoGATConv_all_normalize_without_transfer,0.58061,0.9479,0.96131,0.95362,0.92213,1.0,0.99273,0.7039,0.7853406923311207
lr_homoGATConv_all_normalize_without_transfer,0.72177,0.9479,0.97461,0.95362,0.9266,0.49673,0.99479,0.71986,0.7681881587078122
Reg-H-Score,0.509,0.94667,0.97219,0.95362,0.91153,0.9902,0.90055,0.7305,0.7586431947771045
LogME,0.509,0.94667,0.97219,0.71493,0.91153,0.9902,0.90055,0.69149,0.7307302588896778
random,0.505428198757764,0.904652830188679,0.8996295031055901,0.8850086335403726,0.8814315007635354,0.8733408695652172,0.9575903184713376,0.6425993827160494,0.7121776133691219
lr_homo_SAGEConv_all_normalize_without_transfer,0.04419,0.9479,0.56711,0.95249,0.92213,0.98039,0.99396,0.77128,0.5637367492265443
