,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,0.98693,0.9941,0.78369,0.8866455704400367
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95475,0.93273,1.0,0.99396,0.76241,0.8852126181852904
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99396,0.76241,0.8848940608890142
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.9234,1.0,0.98807,0.75,0.8821134211932046
rf_node2vec_all_normalize_without_transfer,0.759,0.94972,0.96131,0.96493,0.93273,1.0,0.9941,0.78369,0.8645532772785665
rf_node2vec+_all_normalize_without_transfer,0.759,0.95145,0.97461,0.95362,0.92213,1.0,0.99396,0.7305,0.8556603985646077
xgb_node2vec_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95814,0.92213,1.0,0.9941,0.78369,0.8512588336246141
xgb_homoGATConv_all_normalize_without_transfer,0.72177,0.9479,0.97461,0.95475,0.929,1.0,0.9941,0.78369,0.8510141735179217
rf_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.94981,0.97219,0.95362,0.92213,1.0,0.99396,0.76241,0.847130074541351
lr_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.97219,0.92986,0.93273,1.0,0.99479,0.76241,0.8445250566426452
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.9479,0.97461,0.95362,0.93273,0.99673,0.99479,0.71986,0.8406094595665697
lr_node2vec+_all_normalize_without_transfer,0.67226,0.94972,0.97823,0.95814,0.9266,0.99673,0.99479,0.75,0.8278255689631902
Reg-H-Score,0.66203,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8196903346866663
LogME,0.66203,0.94667,0.97219,0.95362,0.9234,0.9902,0.993,0.7305,0.8186823322639503
