,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,0.9929632201299576,1.0,1.0,0.999165653052403,1.0,0.9989958168812435
xgb_node2vec+_all_normalize_without_transfer,1.0,1.0,0.9938255829406172,0.9953157223840071,1.0,1.0,0.999165653052403,1.0,0.9989885138609595
lr_homo_SAGEConv_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,0.9882789425139649,1.0,1.0,0.9993063862724797,1.0,0.9985766311400446
xgb_node2vec_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,0.9929632201299576,0.9886355108123466,1.0,0.9993063862724797,1.0,0.9983397411830512
rf_homoGATConv_all_normalize_without_transfer,1.0,1.0,0.9938255829406172,0.9882789425139649,0.9899971052716221,1.0,0.999165653052403,0.9570110630478889,0.9908795118817117
rf_node2vec+_all_normalize_without_transfer,0.937462854924982,1.0,0.9962994387822904,0.9882789425139649,0.9899971052716221,1.0,0.9993063862724797,1.0,0.9753369158893466
rf_node2vec_all_normalize_without_transfer,0.9205914102393052,0.9981817226338746,0.982703454197888,1.0,1.0,1.0,1.0,1.0,0.969590051826536
lr_node2vec_all_normalize_without_transfer,0.908183439057819,1.0,0.9938255829406172,0.9812421626439224,1.0,1.0,1.0,0.9728464061044546,0.9601311001743746
xgb_homoGATConv_all_normalize_without_transfer,0.8754351280216381,0.9977087603132061,0.9962994387822904,0.989450011917963,0.9960009863518918,1.0,0.9993063862724797,1.0,0.9531987331725457
LogME,0.872239789196311,1.0,1.0,0.9929301027686093,1.0,0.99346,1.0,0.9927699709168003,0.9509721848929029
Reg-H-Score,0.872239789196311,1.0,1.0,0.9929301027686093,1.0,0.99346,1.0,0.9927699709168003,0.9509721848929029
rf_homo_SAGEConv_all_normalize_without_transfer,0.8759324171892247,0.9982763150980083,0.9938255829406172,0.9882789425139649,0.9886355108123466,1.0,0.999165653052403,0.9728464061044546,0.9482964265473937
lr_homoGATConv_all_normalize_without_transfer,0.8759324171892247,0.9982763150980083,1.0,0.9882789425139649,1.0,1.0,1.0,0.9185519784608711,0.940845781427514
lr_node2vec+_all_normalize_without_transfer,0.8153844287845524,0.9981817226338746,1.0,0.9929632201299576,0.9934278944603476,0.99673,1.0,0.9570110630478889,0.9246382540915499
random,0.6130340688657732,0.950814893256271,0.919650289917085,0.9171739230207089,0.9450017698192783,0.8733408695652172,0.9626054930903383,0.8199662911560048,0.790654905458553
