,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95814,0.93273,1.0,0.99396,0.78369,0.8889297533150303
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.96041,0.93273,1.0,0.99396,0.78369,0.8889197696526009
lr_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95362,0.93273,1.0,0.9941,0.78369,0.8885254459358778
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.95814,0.92213,1.0,0.9941,0.78369,0.8883181807765921
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.9234,1.0,0.99396,0.75,0.882362233303005
rf_node2vec+_all_normalize_without_transfer,0.77291,0.95145,0.97461,0.95362,0.9234,1.0,0.9941,0.78369,0.8693019144616485
rf_node2vec_all_normalize_without_transfer,0.759,0.94972,0.96131,0.96493,0.93273,1.0,0.99479,0.78369,0.864582425046947
lr_node2vec_all_normalize_without_transfer,0.74877,0.95145,0.97219,0.94683,0.93273,1.0,0.99479,0.76241,0.8568870097035953
xgb_homoGATConv_all_normalize_without_transfer,0.72177,0.94927,0.97461,0.95475,0.929,1.0,0.9941,0.78369,0.8510869778384592
rf_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.94981,0.97219,0.95362,0.92213,1.0,0.99396,0.76241,0.847130074541351
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.94981,0.97823,0.95362,0.93273,1.0,0.99479,0.71986,0.8415043992751318
lr_node2vec+_all_normalize_without_transfer,0.67226,0.94972,0.97823,0.95814,0.9266,0.99673,0.99479,0.75,0.8278255689631902
LogME,0.66203,0.94667,0.97823,0.95362,0.9248,0.99346,0.993,0.7305,0.8197718895177757
Reg-H-Score,0.66203,0.94667,0.97823,0.95362,0.9248,0.99346,0.993,0.7305,0.8197718895177757
random,0.505428198757764,0.904652830188679,0.8996295031055901,0.8850086335403726,0.8814315007635354,0.8733408695652172,0.9575903184713376,0.6425993827160494,0.7121776133691219
