,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,0.9241407116218116,0.9539443115116296,0.8726248004638103,0.9272883211883809,0.9741826744840655,0.9518813084832255,0.6230082409168787,0.9099145916518908
xgb_node2vec+_all_normalize_without_transfer,1.0,0.8950791250881979,0.7847341852974546,0.8584859030693222,0.2943263343215348,1.0,0.9446231818298574,0.8491749457926525,0.8947546244081338
xgb_node2vec_all_normalize_without_transfer,0.6691029213446396,1.0,0.7847341852974546,0.8584859030693222,0.7933662746908366,1.0,0.9814514541080595,1.0,0.8352389777230913
rf_homoGATConv_all_normalize_without_transfer,1.0,0.9279870980747915,0.6923683570030997,0.8584859030693222,0.7933662746908366,0.019573246920871482,0.6569863107519239,0.43447692315769354,0.6977204733621178
lr_node2vec+_all_normalize_without_transfer,0.4626409475734112,0.9630319524241507,0.8307898737858236,0.816069210885856,0.7440470930840261,0.9741826744840655,0.9776879810285343,0.6230082409168787,0.6915883517803733
lr_homoGATConv_all_normalize_without_transfer,0.6780986077682533,0.9241407116218116,0.9539443115116296,0.8584859030693222,0.8805033267787574,0.0,1.0,0.5475957138132049,0.6391142765928218
rf_node2vec+_all_normalize_without_transfer,0.4626409475734112,0.8414434028827751,0.7847341852974546,0.49049920185524,0.0,1.0,0.9446231818298574,0.5853019773650419,0.6044003717466925
rf_node2vec_all_normalize_without_transfer,0.6652789710182254,0.8414434028827751,0.7847341852974546,0.816069210885856,0.0,0.14858092243474552,0.9776879810285343,0.6230082409168787,0.5923405326359282
xgb_homoGATConv_all_normalize_without_transfer,0.2356487486890576,0.9241407116218116,0.7847341852974546,0.8584859030693222,0.7933662746908366,1.0,0.9446231818298574,0.43447692315769354,0.5820050679584579
Reg-H-Score,0.08732631607545231,1.0,0.9309571531911064,0.9203038076303135,0.6852977752397881,0.9145991655490981,0.0,0.9487735813016874,0.5748792218135091
rf_homo_SAGEConv_all_normalize_without_transfer,0.6652789710182254,0.8551194436044759,0.7847341852974546,0.816069210885856,0.0,0.019573246920871482,0.9446231818298574,0.6230082409168787,0.5731151958990887
lr_node2vec_all_normalize_without_transfer,0.6203945704655612,1.0,0.6923683570030997,0.4479573866859825,0.0,0.0,1.0,0.8491749457926525,0.5586602745183529
lr_homo_SAGEConv_all_normalize_without_transfer,0.0,0.9241407116218116,0.0,0.8443470056748325,0.7933662746908366,0.8451749989701905,0.9776879810285343,0.9120423438574629,0.48094736573387153
LogME,0.08732631607545231,1.0,0.9309571531911064,0.0,0.6852977752397881,0.9145991655490981,0.0,0.5731452742676317,0.43117230802235995
