,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.95475,0.929,1.0,0.99396,0.76241,0.8848066792825153
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.92213,1.0,0.99273,0.76241,0.8842246152452403
rf_node2vec_all_normalize_without_transfer,0.759,0.94972,0.96131,0.95362,0.89653,0.99346,0.99396,0.78369,0.8604714702980483
rf_homoGATConv_all_normalize_without_transfer,0.82447,0.94981,0.97219,0.95362,0.92213,0.87582,0.98299,0.7039,0.856490602003011
xgb_node2vec_all_normalize_without_transfer,0.72177,0.95145,0.96493,0.95362,0.92213,1.0,0.9941,0.78369,0.8498360627215278
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.9479,0.97219,0.95249,0.92213,0.98693,0.9941,0.78369,0.8483129841640821
lr_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.97219,0.92647,0.9266,1.0,0.99479,0.76241,0.8438602969249522
rf_homo_SAGEConv_all_normalize_without_transfer,0.71768,0.9479,0.96131,0.95023,0.87593,1.0,0.99273,0.76241,0.841376186975201
lr_homoGATConv_all_normalize_without_transfer,0.72177,0.9479,0.97461,0.95362,0.93273,0.98039,0.99479,0.71986,0.8381107139004597
rf_node2vec+_all_normalize_without_transfer,0.70336,0.94403,0.97461,0.92647,0.89653,1.0,0.99396,0.72518,0.830300181262689
lr_node2vec+_all_normalize_without_transfer,0.65303,0.94972,0.96493,0.95023,0.9196,0.99673,0.99479,0.75,0.8185458203457646
Reg-H-Score,0.66203,0.94667,0.97219,0.95362,0.91153,0.9902,0.993,0.7305,0.8179908638030443
xgb_homoGATConv_all_normalize_without_transfer,0.58061,0.9479,0.97219,0.95362,0.92213,1.0,0.993,0.7305,0.7905850504781065
LogME,0.509,0.94667,0.97219,0.95362,0.91153,0.9902,0.90055,0.69149,0.7523930355552331
