,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99479,0.78369,0.8882379959790162
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99479,0.78369,0.8882379959790162
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95362,0.93273,1.0,0.99479,0.78369,0.8882379959790162
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95814,0.93273,1.0,0.99479,0.76241,0.885236832165245
rf_node2vec_all_normalize_without_transfer,0.759,0.95145,0.97823,0.96493,0.9234,0.99346,0.99479,0.78369,0.8645757120326191
rf_node2vec+_all_normalize_without_transfer,0.759,0.94403,0.96856,0.95362,0.93273,1.0,0.99246,0.78369,0.8636598284519609
xgb_homo_SAGEConv_all_normalize_without_transfer,0.759,0.93958,0.97219,0.95362,0.9234,1.0,0.99396,0.78369,0.8632566753173152
lr_homoGATConv_all_normalize_without_transfer,0.7189,0.95145,0.96856,0.95362,0.93273,1.0,0.99396,0.76241,0.8461881980107411
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.97823,0.95362,0.93273,0.99346,0.99479,0.76241,0.8461498713614853
xgb_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96856,0.95814,0.9234,1.0,0.99479,0.76241,0.8460890415831097
Reg-H-Score,0.65303,0.9231,0.97823,0.95362,0.9234,0.9902,0.9631,0.7305,0.8132427381321105
rf_homo_SAGEConv_all_normalize_without_transfer,0.5761,0.94972,0.97219,0.95362,0.93273,1.0,0.99479,0.76241,0.7946633570709162
rf_homoGATConv_all_normalize_without_transfer,0.5446,0.91073,0.97219,0.93552,0.9234,0.99346,0.99246,0.76241,0.7778597176080648
LogME,0.509,0.9231,0.97219,0.95362,0.9234,0.9902,0.9631,0.70745,0.7567819382749269
random,0.5053923595505617,0.9021896590909091,0.8998384444444443,0.8858734831460675,0.8818253565599675,0.8742921111111113,0.9582102272727272,0.6428095555555555,0.7122508815276484
