,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lr_node2vec+_all_normalize_without_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lr_homoGATConv_all_normalize_without_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xgb_node2vec_all_normalize_without_transfer,1.0,1.0,0.9229508847324821,0.9141120774072883,1.0,1.0,1.0,1.0,0.9854181148698667
xgb_node2vec+_all_normalize_without_transfer,1.0,1.0,0.9229508847324821,0.9141120774072883,1.0,1.0,1.0,1.0,0.9854181148698667
LogME,1.0,1.0,1.0,1.0,1.0,1.0,0.735450851365978,0.9437433325834381,0.9799938217638543
Reg-H-Score,1.0,1.0,1.0,1.0,1.0,1.0,0.3244845638653254,0.9437433325834381,0.9629080651180182
xgb_homoGATConv_all_normalize_without_transfer,1.0,1.0,0.9229508847324821,0.9141120774072883,1.0,1.0,1.0,0.848949937062474,0.9612324160725766
rf_node2vec_all_normalize_without_transfer,0.7948148296828886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9255903336344645
rf_node2vec+_all_normalize_without_transfer,0.7948148296828886,0.849371728594135,0.9229508847324821,1.0,1.0,1.0,1.0,1.0,0.9102924245267799
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7948148296828886,0.9315879683776599,0.9229508847324821,0.8569377902027143,1.0,1.0,1.0,1.0,0.9020411005949976
lr_homo_SAGEConv_all_normalize_without_transfer,0.6691400881262036,1.0,1.0,0.8569377902027143,1.0,1.0,1.0,1.0,0.8671605039742816
rf_homo_SAGEConv_all_normalize_without_transfer,0.6691400881262036,0.964880470413457,0.9229508847324821,1.0,1.0,1.0,1.0,0.848949937062474,0.8469981780032322
rf_homoGATConv_all_normalize_without_transfer,0.5460352540028475,0.17337153481848602,1.0,0.742462724007715,1.0,0.9479746254765237,1.0,0.848949937062474,0.7343323734085243
