,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8897923524235877
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8897923524235877
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95814,0.93273,1.0,0.99479,0.78369,0.8886441241610067
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95814,0.9266,1.0,0.99479,0.78369,0.8882894701379654
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.95814,0.93273,1.0,0.99479,0.76241,0.885236832165245
rf_node2vec_all_normalize_without_transfer,0.759,0.95145,0.97823,0.96493,0.93273,1.0,0.99479,0.78369,0.8660498916530427
rf_node2vec+_all_normalize_without_transfer,0.759,0.94403,0.96856,0.96493,0.93273,1.0,0.99479,0.78369,0.8647729162251744
xgb_homo_SAGEConv_all_normalize_without_transfer,0.759,0.94808,0.97219,0.95362,0.93273,1.0,0.99396,0.78369,0.8642723533075823
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.95145,0.97823,0.95362,0.93273,1.0,0.99479,0.78369,0.8504915514548362
rf_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.94972,0.97219,0.96493,0.93273,1.0,0.99479,0.76241,0.8474654840590258
lr_homoGATConv_all_normalize_without_transfer,0.7189,0.95145,0.97823,0.95362,0.93273,1.0,0.99479,0.76241,0.8470842594590745
rf_homoGATConv_all_normalize_without_transfer,0.67962,0.91073,0.97823,0.93552,0.93273,0.99346,0.99479,0.76241,0.8279990343244523
Reg-H-Score,0.65303,0.9231,0.97823,0.95362,0.9234,0.99346,0.9631,0.7305,0.8137085034529271
LogME,0.65303,0.9231,0.97823,0.95362,0.9234,0.9902,0.9631,0.7305,0.8132427381321105
