,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.93958,0.96131,0.92647,0.92213,1.0,0.99396,0.72872,0.8747151975227669
xgb_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.91264,0.96131,0.95362,0.92213,1.0,0.99396,0.76241,0.8427561452567017
xgb_node2vec+_all_normalize_without_transfer,0.7189,0.94808,0.96131,0.92647,0.92213,1.0,0.99396,0.76241,0.8423008472597073
xgb_node2vec_all_normalize_without_transfer,0.7189,0.95145,0.96131,0.92647,0.9172666668891908,1.0,0.99396,0.76241,0.8422081518308848
rf_node2vec+_all_normalize_without_transfer,0.72218,0.93958,0.95163,0.92308,0.89653,0.99346,0.98697,0.76241,0.8391413048951826
lr_homoGATConv_all_normalize_without_transfer,0.7189,0.95145,0.93954,0.95362,0.92213,0.99346,0.99396,0.7305,0.8369456505610463
lr_node2vec_all_normalize_without_transfer,0.7189,0.94808,0.96131,0.95362,0.92213,0.98039,0.99396,0.7305,0.8368292395052992
lr_node2vec+_all_normalize_without_transfer,0.7189,0.94808,0.96131,0.95362,0.92213,0.98039,0.99396,0.7305,0.8368292395052992
rf_node2vec_all_normalize_without_transfer,0.65303,0.94403,0.95163,0.96493,0.9234,0.99346,0.99479,0.78369,0.8233607073852456
rf_homo_SAGEConv_all_normalize_without_transfer,0.5761,0.94403,0.96131,0.95362,0.89653,0.9902,0.99246,0.76241,0.7897840426600548
lr_homo_SAGEConv_all_normalize_without_transfer,0.53764,0.95145,0.97219,0.95362,0.9266,0.9902,0.99396,0.7305,0.7739141816770061
rf_homoGATConv_all_normalize_without_transfer,0.53314,0.90713,0.96131,0.92986,0.9234,0.99346,0.98807,0.76241,0.7718418063485954
Reg-H-Score,0.509,0.89021,0.97219,0.95362,0.9234,0.9902,0.90055,0.7305,0.7560307459816963
LogME,0.509,0.9231,0.97219,0.71493,0.9234,0.9902,0.90055,0.69149,0.7301793554533028
random,0.5053923595505617,0.9021896590909091,0.8998384444444443,0.8858734831460675,0.8818253565599675,0.8742921111111113,0.9582102272727272,0.6428095555555555,0.7122508815276484
