,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,1.0,0.9982763150980083,0.9938255829406172,0.9882789425139649,1.0,1.0,0.999165653052403,1.0,0.998285242126776
lr_homo_SAGEConv_all_normalize_without_transfer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9841646569434342,0.9974436713450159
Reg-H-Score,1.0,1.0,1.0,0.9929301027686093,0.9984861591695502,0.99346,1.0,0.9927699709168003,0.9971757588811607
xgb_homoGATConv_all_normalize_without_transfer,1.0,1.0,0.9962994387822904,1.0,0.9899971052716221,1.0,0.9982006252575921,0.9841646569434342,0.9964637777376055
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,0.9982763150980083,0.9962994387822904,1.0,0.9899971052716221,1.0,0.9982006252575921,0.9841646569434342,0.9963735483962549
LogME,1.0,1.0,0.9938255829406172,0.9929301027686093,0.9984861591695502,0.9902,0.9990332326283988,0.9927699709168003,0.9961243681198887
xgb_node2vec+_all_normalize_without_transfer,0.9736921901342681,1.0,0.9938255829406172,1.0,1.0,1.0,0.9993063862724797,1.0,0.9897926661442705
lr_node2vec+_all_normalize_without_transfer,0.937462854924982,1.0,1.0,0.9882789425139649,0.9934278944603476,1.0,0.9993063862724797,0.9841646569434342,0.9730844716540028
rf_node2vec+_all_normalize_without_transfer,0.9205914102393052,0.9962688528036154,0.9962994387822904,1.0,1.0,1.0,0.999165653052403,0.9841646569434342,0.9678056685845886
rf_homo_SAGEConv_all_normalize_without_transfer,0.937462854924982,0.9921067843817332,0.9864040154155974,1.0,0.9899971052716221,0.99346,1.0,0.9547525169390958,0.9666634301716099
rf_homoGATConv_all_normalize_without_transfer,0.8704743653498611,0.9995690787745021,1.0,1.0,0.9886355108123466,1.0,0.9993063862724797,1.0,0.9518531032196754
lr_homoGATConv_all_normalize_without_transfer,0.8759324171892247,1.0,0.9962994387822904,1.0,1.0,1.0,0.9993063862724797,0.9841646569434342,0.9516510155517668
rf_node2vec_all_normalize_without_transfer,0.8754351280216381,1.0,0.9888778712572708,1.0,1.0,1.0,0.9993063862724797,0.9841646569434342,0.9508151774337379
lr_node2vec_all_normalize_without_transfer,0.8550826591628561,1.0,0.9962994387822904,1.0,0.9934278944603476,0.99346,0.9993063862724797,0.9841646569434342,0.9426958952718063
