,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,1.0,0.9982763150980083,0.982703454197888,0.9882789425139649,0.9886355108123466,1.0,0.999165653052403,1.0,0.9966468737068898
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,0.9962688528036154,0.9962994387822904,1.0,0.9886355108123466,1.0,0.9979292111903015,0.9841646569434342,0.9961783587412076
Reg-H-Score,1.0,1.0,0.9938255829406172,0.9929301027686093,0.9856509515570934,0.9902,0.9990332326283988,0.9927699709168003,0.9953804233723821
xgb_homoGATConv_all_normalize_without_transfer,1.0,0.9982763150980083,0.982703454197888,0.9882789425139649,0.9899971052716221,0.99673,0.9979292111903015,0.9728464061044546,0.9918222592113012
lr_homo_SAGEConv_all_normalize_without_transfer,0.9736921901342681,1.0,0.9962994387822904,0.9882789425139649,1.0,1.0,0.9833130610480605,0.9841646569434342,0.9857488277974099
xgb_node2vec+_all_normalize_without_transfer,0.9736921901342681,1.0,0.9938255829406172,1.0,0.9934278944603476,1.0,0.999165653052403,0.9728464061044546,0.9850224838563564
lr_node2vec+_all_normalize_without_transfer,0.937462854924982,1.0,0.9962994387822904,0.9871078731099665,0.9934278944603476,0.99673,0.9993063862724797,0.9728464061044546,0.970357731844385
rf_node2vec+_all_normalize_without_transfer,0.9205914102393052,0.9875243050081454,0.982703454197888,1.0,0.9890000321636487,1.0,0.9979292111903015,0.9841646569434342,0.9654618179051644
rf_homoGATConv_all_normalize_without_transfer,0.8704743653498611,0.9962688528036154,1.0,1.0,0.9886355108123466,1.0,0.9990349722051891,1.0,0.9516691612829233
lr_homoGATConv_all_normalize_without_transfer,0.8759324171892247,0.9962688528036154,0.9938255829406172,0.9871078731099665,1.0,1.0,0.9993063862724797,0.9841646569434342,0.950086979432566
rf_node2vec_all_normalize_without_transfer,0.8704743653498611,0.9964580377318829,0.9888778712572708,1.0,1.0,0.99346,0.999165653052403,0.9728464061044546,0.9460417829695893
rf_homo_SAGEConv_all_normalize_without_transfer,0.8704743653498611,0.9921067843817332,0.9690972470686852,1.0,0.9347506781169257,0.87582,1.0,0.9389171738825302,0.9179699520663162
lr_node2vec_all_normalize_without_transfer,0.7920603539243393,1.0,0.991351727098944,1.0,0.9934278944603476,0.98039,0.9993063862724797,0.9321287754086438,0.9089036975560127
LogME,0.6340466877600338,1.0,0.9938255829406172,0.9929301027686093,0.9856509515570934,0.9902,0.9068982880161127,0.9397542877334131,0.8489992873122002
