,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_data_distance_normalize,0.3210708411214954,0.044277142857142904,0.08128364485981321,0.09939775700934583,0.029182539452143996,0.18282327102803742,0.04475262135922309,0.1481888785046731,0.11887208702398437
lr_homo_SAGEConv_without_accuracy_all_normalize,0.21255836538461537,0.052602972972973006,0.08103704761904762,0.0837875238095237,0.12766516316152055,0.18110800000000005,0.046561081081080924,0.15490625000000002,0.11752830050359515
xgb_node2vec+_data_distance_normalize,0.3210708411214954,0.04618714285714298,0.08854364485981325,0.0880877570093459,0.007982539452144,0.18282327102803742,0.04475262135922309,0.15705887850467304,0.11706333702398439
rf_homo_SAGEConv_without_accuracy_all_normalize,0.3181283653846154,0.052602972972973006,0.08103704761904762,0.0837875238095237,0.05393516316152058,0.18110800000000005,0.02557108108108086,0.11589625000000003,0.11400830050359516
xgb_node2vec+_without_accuracy_all_normalize,0.3181283653846154,0.05424297297297298,0.07861704761904753,0.05776752380952377,0.04133185379720172,0.17456800000000006,0.03064108108108088,0.15490625000000002,0.1137753868330553
xgb_homoGATConv_all_normalize,0.29938084112149543,0.04445714285714297,0.07645364485981321,0.08129775700934583,0.05478253945214395,0.18282327102803742,0.04598262135922304,0.1198188785046731,0.11312458702398437
lr_homoGATConv_without_accuracy_all_normalize,0.21255836538461537,0.052602972972973006,0.08103704761904762,0.05776752380952377,0.12766516316152055,0.18110800000000005,0.02557108108108086,0.15490625000000002,0.11165205050359515
svm_node2vec+_without_accuracy_all_normalize,0.21255836538461537,0.05069297297297293,0.08829704761904755,0.08265752380952374,0.06419516316152052,0.18110800000000005,0.029551081081080843,0.15490625000000002,0.10799580050359513
rf_homoGATConv_without_accuracy_all_normalize,0.21583836538461543,0.052602972972973006,0.08103704761904762,0.05776752380952377,0.062335163161520546,0.17456800000000006,0.046561081081080924,0.15490625000000002,0.10570205050359517
lr_node2vec+_data_distance_normalize,0.2183708411214954,0.04445714285714297,0.08854364485981325,0.09939775700934583,0.061652539452143995,0.1632132710280374,0.04598262135922304,0.11627887850467311,0.10473708702398438
lr_node2vec_data_distance_normalize,0.2183708411214954,0.04445714285714297,0.08854364485981325,0.09939775700934583,0.061652539452143995,0.1632132710280374,0.04598262135922304,0.11627887850467311,0.10473708702398438
lr_logme_data_distance_normalize,0.29643836538461543,0.04855297297297301,0.06366180790960452,0.0751891525423729,0.11226683837835794,0.1162950282485875,0.01885842465753429,0.1025575568181818,0.10422751836402842
xgb_node2vec+_all_normalize,0.3210708411214954,0.04618714285714298,0.059409944134078296,0.0660092737430168,0.03916220269962889,0.12451145251396656,0.03502674285714269,0.12738536312849158,0.1023453703818704
rf_node2vec+_normalize,0.2948416201117319,0.04046570621468948,0.059409944134078296,0.07731927374301673,0.04976220269962883,0.11797145251396657,0.03571674285714266,0.1397953631284916,0.10191028817534326
rf_node2vec+_without_accuracy_all_normalize,0.2076483653846154,0.05424297297297298,0.08103704761904762,0.05776752380952377,0.05393516316152058,0.17456800000000006,0.046561081081080924,0.13362625000000006,0.10117330050359517
