,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
Reg-H-Score,1.0,1.0,1.0,0.9178950511034616,0.9658342921659697,0.9135017077477753,1.0,0.9477587695278055,0.9698479449051253
xgb_node2vec_all_normalize_without_transfer,1.0,0.9637534666335359,0.8257564557280718,0.853723406176957,1.0,1.0,0.9767615988020024,1.0,0.9687396170859365
xgb_homo_SAGEConv_all_normalize_without_transfer,1.0,0.9215395161884442,0.9525743135139558,1.0,0.7890151085764638,1.0,0.9498834480187772,0.9112273846408375,0.9630903347493106
xgb_node2vec+_all_normalize_without_transfer,0.931476040237801,1.0,0.9208698490674851,1.0,1.0,1.0,0.980681329124557,0.8477774975952482,0.9425642605620154
lr_homo_SAGEConv_all_normalize_without_transfer,0.931476040237801,1.0,0.9525743135139558,0.853723406176957,1.0,1.0,0.9731218492167748,0.9112273846408375,0.9422307521797253
xgb_homoGATConv_all_normalize_without_transfer,1.0,1.0,0.8257564557280718,0.853723406176957,0.8142934870772083,1.0,0.9423239681109951,0.8477774975952482,0.9338803896052927
rf_node2vec+_all_normalize_without_transfer,0.7931644238989776,0.9215395161884442,0.9525743135139558,1.0,0.8779870392050683,1.0,0.9767615988020024,0.9112273846408375,0.8936041870073012
lr_node2vec+_all_normalize_without_transfer,0.8371094806206091,1.0,1.0,0.8391086801804892,0.8779870392050683,1.0,0.980681329124557,0.8477774975952482,0.893539738074598
rf_homoGATConv_all_normalize_without_transfer,0.6626245429688684,0.9215395161884442,1.0,1.0,0.7890151085764638,1.0,0.9731218492167748,1.0,0.8589968646238562
lr_homoGATConv_all_normalize_without_transfer,0.6768411321311506,0.9637534666335359,0.9208698490674851,1.0,1.0,1.0,0.980681329124557,0.9112273846408375,0.8576530307611533
rf_node2vec_all_normalize_without_transfer,0.6664788182528649,0.9255177942408626,0.8574609201745439,1.0,1.0,1.0,0.9767615988020024,0.8477774975952482,0.835866843613254
lr_node2vec_all_normalize_without_transfer,0.6225337615312333,1.0,0.9525743135139558,1.0,0.8779870392050683,0.842504447550314,0.980681329124557,0.7590048822360858,0.7882134044446237
rf_homo_SAGEConv_all_normalize_without_transfer,0.8371094806206091,0.8340173990352743,0.6039562147864382,1.0,0.7890151085764638,0.10763228798140688,1.0,0.6575709027201374,0.7012410572567849
LogME,0.06543847336075745,1.0,0.9293182612370274,0.9178950511034616,0.9658342921659697,0.9135017077477753,0.9747005736969274,0.7214128367488419,0.583769174436572
