,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_homo_SAGEConv_all_normalize_without_transfer,100.0,100.0,100.0,99.72067039106145,100.0,99.16201117318435,100.0,99.16201117318435,99.71956759957531
xgb_node2vec_all_normalize_without_transfer,100.0,100.0,98.32402234636871,99.72067039106145,100.0,99.16201117318435,98.28571428571428,100.0,99.63657018734976
xgb_homoGATConv_all_normalize_without_transfer,100.0,100.0,99.16201117318435,99.72067039106145,97.17514124293785,99.16201117318435,98.28571428571428,100.0,99.54665023830788
LogME,100.0,100.0,100.0,99.31034482758622,100.0,97.93103448275863,100.0,99.25373134328359,99.52114746876919
Reg-H-Score,100.0,100.0,100.0,99.31034482758622,100.0,97.93103448275863,100.0,99.25373134328359,99.52114746876919
xgb_node2vec+_all_normalize_without_transfer,99.4413407821229,100.0,98.32402234636871,99.72067039106145,100.0,99.16201117318435,99.14285714285714,100.0,99.46729396131163
xgb_homo_SAGEConv_all_normalize_without_transfer,100.0,100.0,99.16201117318435,99.72067039106145,97.17514124293785,99.16201117318435,96.85714285714285,99.16201117318435,99.3524965945916
rf_node2vec_all_normalize_without_transfer,98.8826815642458,100.0,99.16201117318435,99.72067039106145,100.0,99.16201117318435,100.0,99.16201117318435,99.23655206344516
rf_node2vec+_all_normalize_without_transfer,98.8826815642458,96.61016949152543,99.16201117318435,99.72067039106145,100.0,99.16201117318435,99.14285714285714,99.16201117318435,99.02378004065525
lr_node2vec+_all_normalize_without_transfer,98.8826815642458,100.0,100.0,96.64804469273743,98.30508474576271,99.16201117318435,99.14285714285714,99.16201117318435,98.90252113983762
lr_homoGATConv_all_normalize_without_transfer,97.20670391061452,100.0,99.16201117318435,99.72067039106145,100.0,99.16201117318435,100.0,99.16201117318435,98.62274737583752
rf_homoGATConv_all_normalize_without_transfer,95.53072625698323,99.43502824858757,100.0,99.72067039106145,96.61016949152543,99.16201117318435,99.14285714285714,100.0,97.9566545658415
rf_homo_SAGEConv_all_normalize_without_transfer,98.8826815642458,89.83050847457628,95.53072625698323,99.72067039106145,97.17514124293785,94.6927374301676,100.0,97.76536312849161,97.35398958649645
lr_node2vec_all_normalize_without_transfer,94.41340782122904,100.0,99.16201117318435,99.72067039106145,98.30508474576271,94.6927374301676,99.14285714285714,99.16201117318435,96.82500200535908
random,27.77777777777778,8.426966292134832,20.0,21.666666666666668,28.65168539325843,32.22222222222222,15.90909090909091,27.222222222222225,25.643663342355545
