,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,99.4413407821229,96.61016949152543,99.16201117318435,99.72067039106145,95.48022598870057,99.16201117318435,94.28571428571428,99.16201117318435,97.87801930733472
lr_homoGATConv_all_normalize_without_transfer,97.20670391061452,96.61016949152543,98.32402234636871,94.1340782122905,97.74011299435028,99.16201117318435,99.14285714285714,99.16201117318435,97.68524580554691
rf_homoGATConv_all_normalize_without_transfer,91.06145251396647,96.61016949152543,99.16201117318435,91.62011173184356,95.48022598870057,99.16201117318435,97.71428571428571,100.0,96.3512834733363
xgb_node2vec_all_normalize_without_transfer,94.41340782122904,97.74011299435028,93.5754189944134,96.64804469273743,95.48022598870057,99.16201117318435,94.28571428571428,94.97206703910614,95.78462537367943
rf_node2vec+_all_normalize_without_transfer,97.20670391061452,85.87570621468927,92.17877094972066,99.72067039106145,96.045197740113,94.6927374301676,89.71428571428571,99.16201117318435,94.32451044047957
xgb_homoGATConv_all_normalize_without_transfer,100.0,98.87005649717514,92.73743016759776,96.64804469273743,96.61016949152543,71.7877094972067,95.42857142857142,98.32402234636871,93.80075051514783
lr_node2vec+_all_normalize_without_transfer,97.20670391061452,99.43502824858757,99.16201117318435,95.25139664804469,97.74011299435028,97.20670391061452,99.14285714285714,55.307262569832396,92.55650957476067
xgb_node2vec+_all_normalize_without_transfer,99.4413407821229,96.61016949152543,87.98882681564245,99.72067039106145,95.48022598870057,99.16201117318435,95.42857142857142,55.307262569832396,91.14238483008012
lr_homo_SAGEConv_all_normalize_without_transfer,99.4413407821229,98.87005649717514,99.16201117318435,96.64804469273743,99.43502824858757,97.20670391061452,1.7142857142857142,93.85474860335195,85.79152745275744
lr_node2vec_all_normalize_without_transfer,84.91620111731844,97.74011299435028,93.5754189944134,99.72067039106145,38.983050847457626,71.7877094972067,98.28571428571428,93.85474860335195,84.85795334135926
rf_node2vec_all_normalize_without_transfer,95.53072625698323,85.87570621468927,91.34078212290503,58.37988826815642,35.87570621468927,94.6927374301676,95.42857142857142,93.0167597765363,81.26760971408733
Reg-H-Score,33.68055555555556,100.0,99.30555555555556,99.31034482758622,100.0,94.48275862068967,6.9930069930069925,99.25373134328359,79.1282441119597
rf_homo_SAGEConv_all_normalize_without_transfer,95.53072625698323,89.83050847457628,89.94413407821229,96.64804469273743,23.728813559322035,32.402234636871505,97.71428571428571,92.17877094972066,77.24718979533863
LogME,33.68055555555556,100.0,99.30555555555556,6.206896551724139,100.0,94.48275862068967,6.9930069930069925,57.960199004975124,62.328621535188375
