,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homoGATConv_all_normalize_without_transfer,1.0,0.9982763150980083,0.9814665262770513,0.9882789425139649,0.9899971052716221,0.98039,0.9979292111903015,0.9728464061044546,0.9893691312596893
xgb_homo_SAGEConv_all_normalize_without_transfer,0.9736921901342681,0.9962688528036154,0.9962994387822904,1.0,0.9886355108123466,1.0,0.9972355974627811,0.9841646569434342,0.9865148848934508
xgb_node2vec+_all_normalize_without_transfer,0.9736921901342681,0.9962688528036154,0.9666336137718123,1.0,0.9886355108123466,1.0,0.9979292111903015,0.8823514399826463,0.9674945259596656
lr_homo_SAGEConv_all_normalize_without_transfer,0.9736921901342681,0.9982763150980083,0.9962994387822904,0.9882789425139649,1.0,0.99673,0.6667135777400256,0.9321287754086438,0.9637412474693199
lr_homoGATConv_all_normalize_without_transfer,0.8759324171892247,0.9962688528036154,0.9938255829406172,0.9859368037059684,0.9934278944603476,1.0,0.9993063862724797,0.9841646569434342,0.9496015161866131
rf_node2vec+_all_normalize_without_transfer,0.8759324171892247,0.9875243050081454,0.9752818866728683,1.0,0.9890000321636487,0.99346,0.9924104584887263,0.9841646569434342,0.9472866508523331
xgb_node2vec_all_normalize_without_transfer,0.8550826591628561,0.9977087603132061,0.982703454197888,0.9882789425139649,0.9886355108123466,1.0,0.9972355974627811,0.9366458676262298,0.9332361836287782
lr_node2vec+_all_normalize_without_transfer,0.8759324171892247,0.9995690787745021,0.9962994387822904,0.9871078731099665,0.9934278944603476,0.99673,0.9993063862724797,0.8823514399826463,0.9331916946818615
rf_node2vec_all_normalize_without_transfer,0.8704743653498611,0.9875243050081454,0.972808030831195,0.9578000476718519,0.9611891973025422,0.99346,0.9979292111903015,0.9298574691523435,0.9311514028983341
rf_homoGATConv_all_normalize_without_transfer,0.8029764576030662,0.9962688528036154,0.9962994387822904,0.9824132320479206,0.9886355108123466,1.0,0.9990349722051891,1.0,0.9250531013602827
rf_homo_SAGEConv_all_normalize_without_transfer,0.8704743653498611,0.9921067843817332,0.9690972470686852,0.9882789425139649,0.9338929808197443,0.87582,0.9990349722051891,0.9253403769347575,0.9146424572062164
lr_node2vec_all_normalize_without_transfer,0.686841243465499,0.9977087603132061,0.982703454197888,1.0,0.9694123701392686,0.98039,0.999165653052403,0.9321287754086438,0.8680891144152584
Reg-H-Score,0.6340466877600338,1.0,0.9938255829406172,0.9929301027686093,0.9856509515570934,0.9902,0.9068982880161127,0.9927699709168003,0.8575577068930794
LogME,0.6340466877600338,1.0,0.9938255829406172,0.7444008288126945,0.9856509515570934,0.9902,0.9068982880161127,0.9397542877334131,0.8268142691662707
random,0.6162181630488544,0.9524663420291086,0.9222057525667104,0.9200748010506231,0.9463117638253739,0.8760531666666667,0.9642069271815249,0.8220318833552382,0.7918714527817543
