,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.96493,0.92213,1.0,0.99273,0.77128,0.8858844822562087
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94981,0.96131,0.95362,0.92213,1.0,0.99396,0.78369,0.8858574347336143
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.94981,0.96131,0.95362,0.9234,0.99673,0.99273,0.76241,0.8819759618986768
lr_homo_SAGEConv_all_normalize_without_transfer,0.80278,0.95145,0.97461,0.95362,0.93273,1.0,0.97819,0.77128,0.8771322014832933
xgb_node2vec+_all_normalize_without_transfer,0.80278,0.95145,0.97219,0.96493,0.9266,1.0,0.99396,0.76241,0.8767913549709062
Reg-H-Score,0.80278,0.94667,0.97219,0.95362,0.91153,0.9902,0.99204,0.7305,0.8680217211242647
lr_node2vec+_all_normalize_without_transfer,0.77291,0.95145,0.97461,0.95249,0.9266,0.99673,0.9941,0.76241,0.8644912107269871
rf_node2vec+_all_normalize_without_transfer,0.759,0.93958,0.96131,0.96493,0.92247,1.0,0.99273,0.77128,0.8603196394605787
rf_homoGATConv_all_normalize_without_transfer,0.71768,0.9479,0.97823,0.96493,0.92213,1.0,0.99383,0.78369,0.8491416178706487
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.9479,0.97219,0.95249,0.93273,1.0,0.9941,0.77128,0.8477693516385161
rf_node2vec_all_normalize_without_transfer,0.71768,0.94808,0.96735,0.96493,0.93273,0.99346,0.99396,0.76241,0.8444389324260718
rf_homo_SAGEConv_all_normalize_without_transfer,0.71768,0.94394,0.948,0.96493,0.87187,0.87582,0.99479,0.73582,0.8178551078021187
lr_node2vec_all_normalize_without_transfer,0.65303,0.95145,0.96977,0.96493,0.9266,0.98039,0.9941,0.7305,0.8137754158788011
LogME,0.509,0.94667,0.97219,0.95362,0.91153,0.9902,0.90055,0.69149,0.7503606510812464
