,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.99479,0.78369,0.8945314081461252
xgb_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.99479,0.78369,0.8945314081461252
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.99095,0.78369,0.894299262015155
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.97449,0.78369,0.8933041772975067
rf_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97823,0.92421,0.93273,0.99346,0.99479,0.7305,0.8874188306146579
lr_node2vec+_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.99479,0.7305,0.886671544686911
lr_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.93273,1.0,0.99479,0.7305,0.886671544686911
lr_node2vec_all_normalize_without_transfer,0.82447,0.94604,0.96131,0.92421,0.93273,1.0,0.99479,0.7305,0.8862919395011679
lr_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96131,0.92421,0.859,0.99346,0.99479,0.7305,0.8800884564377544
rf_node2vec+_all_normalize_without_transfer,0.70417,0.95145,0.96131,0.92421,0.93273,0.99346,0.99479,0.78369,0.8571205402131995
rf_homo_SAGEConv_all_normalize_without_transfer,0.70417,0.95145,0.96131,0.92421,0.93273,0.99346,0.99479,0.7305,0.8492606767539853
rf_homoGATConv_all_normalize_without_transfer,0.70417,0.95145,0.96131,0.92421,0.859,1.0,0.99479,0.7305,0.8445438439433817
LogME,0.509,0.90536,0.97823,0.88122,0.88567,0.99346,0.90055,0.7305,0.774934880540017
Reg-H-Score,0.509,0.90536,0.97823,0.88122,0.88567,0.99346,0.90055,0.7305,0.774934880540017
random,0.502681111111111,0.8769864705882353,0.8728338888888889,0.8590623529411765,0.8514076489998312,0.8485838888888888,0.9306337499999999,0.6268727777777778,0.721559358523012
