,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
lr_node2vec+_all_normalize_without_transfer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
lr_homo_SAGEConv_all_normalize_without_transfer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
lr_homoGATConv_all_normalize_without_transfer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
rf_node2vec_all_normalize_without_transfer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
lr_node2vec_all_normalize_without_transfer,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
xgb_homoGATConv_all_normalize_without_transfer,100.0,100.0,94.44444444444444,100.0,100.0,100.0,100.0,100.0,99.44824873685863
xgb_node2vec_all_normalize_without_transfer,100.0,100.0,94.44444444444444,100.0,100.0,100.0,100.0,100.0,99.44824873685863
xgb_homo_SAGEConv_all_normalize_without_transfer,100.0,100.0,94.44444444444444,100.0,100.0,100.0,93.75,100.0,99.07040672681596
rf_node2vec+_all_normalize_without_transfer,94.44444444444444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.31542716294221
rf_homo_SAGEConv_all_normalize_without_transfer,94.44444444444444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.31542716294221
xgb_node2vec+_all_normalize_without_transfer,100.0,100.0,94.44444444444444,82.3529411764706,100.0,100.0,100.0,100.0,97.68778595215144
rf_homoGATConv_all_normalize_without_transfer,94.44444444444444,100.0,100.0,82.3529411764706,100.0,100.0,100.0,100.0,96.55496437823503
LogME,100.0,100.0,100.0,71.42857142857143,66.66666666666667,100.0,91.66666666666667,98.0,93.79605125100963
Reg-H-Score,100.0,100.0,100.0,71.42857142857143,66.66666666666667,100.0,91.66666666666667,98.0,93.79605125100963
random,22.22222222222222,5.882352941176471,11.11111111111111,11.764705882352942,17.647058823529413,33.33333333333333,12.5,27.77777777777778,20.396883064850826
