,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_node2vec_all_normalize_without_transfer,96.50349650349649,98.45814977973568,98.80952380952381,64.1304347826087,91.15384615384616,99.32432432432432,72.56637168141593,98.13664596273291,89.88534912471052
xgb_node2vec+_all_normalize_without_transfer,98.6013986013986,98.45814977973568,71.13095238095238,64.1304347826087,61.92307692307693,99.32432432432432,94.69026548672566,99.37888198757763,85.9546855333
rf_homoGATConv_all_normalize_without_transfer,94.4055944055944,98.45814977973568,47.023809523809526,96.01449275362319,96.92307692307693,88.17567567567568,91.59292035398231,70.1863354037267,85.34750685240306
xgb_homoGATConv_all_normalize_without_transfer,96.50349650349649,100.0,71.13095238095238,89.85507246376811,61.92307692307693,86.14864864864865,70.13274336283186,99.37888198757763,84.384109033794
Reg-H-Score,98.6013986013986,77.53623188405797,88.88888888888889,97.97297297297297,86.53846153846155,58.843537414965986,96.35761589403974,56.52173913043478,82.65760579065255
rf_homo_SAGEConv_all_normalize_without_transfer,95.1048951048951,96.91629955947135,63.98809523809524,61.231884057971016,71.53846153846155,89.1891891891892,86.06194690265487,94.09937888198758,82.26626880909075
LogME,98.6013986013986,100.0,88.88888888888889,67.56756756756756,86.53846153846155,58.843537414965986,96.35761589403974,56.52173913043478,81.66490112946964
rf_node2vec_all_normalize_without_transfer,100.0,33.259911894273124,81.54761904761905,50.36231884057971,80.0,99.32432432432432,94.69026548672566,70.1863354037267,76.17134687465608
xgb_homo_SAGEConv_all_normalize_without_transfer,94.4055944055944,96.91629955947135,100.0,77.89855072463769,61.92307692307693,36.486486486486484,37.16814159292036,99.37888198757763,75.5221289599706
rf_node2vec+_all_normalize_without_transfer,95.8041958041958,33.259911894273124,66.96428571428571,77.89855072463769,91.15384615384616,99.32432432432432,38.716814159292035,75.15527950310559,72.28465103474505
lr_node2vec_all_normalize_without_transfer,96.50349650349649,18.502202643171806,34.82142857142857,64.1304347826087,88.84615384615385,76.01351351351352,93.36283185840709,90.99378881987577,70.39673131733197
lr_homo_SAGEConv_all_normalize_without_transfer,67.48251748251748,32.59911894273127,100.0,59.42028985507246,71.53846153846155,96.62162162162161,32.30088495575222,94.09937888198758,69.25778415976802
lr_homoGATConv_all_normalize_without_transfer,91.95804195804196,16.519823788546255,71.13095238095238,61.231884057971016,83.46153846153847,98.3108108108108,24.33628318584071,98.13664596273291,68.1357475758043
lr_node2vec+_all_normalize_without_transfer,69.93006993006993,98.45814977973568,69.04761904761905,61.231884057971016,49.23076923076923,92.9054054054054,76.32743362831859,27.329192546583847,68.0575654533091
