,rotten_tomatoes,tweet_eval/irony,tweet_eval/sentiment,tweet_eval/offensive,glue/cola,glue/sst2,tweet_eval/hate,tweet_eval/emotion,average
xgb_node2vec+_all_normalize_without_transfer,98.6013986013986,100.0,99.4047619047619,77.89855072463769,91.15384615384616,100.0,96.01769911504425,99.37888198757763,96.94710468768209
xgb_homoGATConv_all_normalize_without_transfer,98.6013986013986,100.0,83.92857142857143,89.85507246376811,96.92307692307693,96.62162162162161,97.34513274336284,99.37888198757763,96.9121030371779
xgb_node2vec_all_normalize_without_transfer,97.90209790209789,100.0,98.80952380952381,77.89855072463769,91.15384615384616,99.32432432432432,72.56637168141593,99.99999999999999,94.58971661568295
xgb_homo_SAGEConv_all_normalize_without_transfer,96.50349650349649,100.0,100.0,96.01449275362319,96.92307692307693,86.14864864864865,63.495575221238944,99.37888198757763,93.92283928119592
rf_homoGATConv_all_normalize_without_transfer,94.4055944055944,98.45814977973568,66.96428571428571,98.18840579710145,96.92307692307693,88.17567567567568,91.59292035398231,98.13664596273291,93.5309977967993
lr_node2vec+_all_normalize_without_transfer,88.81118881118881,98.45814977973568,96.13095238095238,77.89855072463769,91.15384615384616,94.93243243243244,88.93805309734513,95.96273291925465,93.12160547229077
rf_node2vec+_all_normalize_without_transfer,99.30069930069929,80.17621145374449,96.13095238095238,77.89855072463769,91.15384615384616,99.32432432432432,72.56637168141593,99.99999999999999,90.03824631432889
rf_homo_SAGEConv_all_normalize_without_transfer,95.1048951048951,100.0,66.96428571428571,72.82608695652173,76.92307692307693,89.1891891891892,86.06194690265487,97.51552795031056,89.68276702771587
lr_homo_SAGEConv_all_normalize_without_transfer,96.50349650349649,89.64757709251101,100.0,84.05797101449275,71.53846153846155,98.3108108108108,63.495575221238944,94.09937888198758,88.21223362130823
LogME,99.30069930069929,100.0,87.79761904761905,98.18840579710145,91.15384615384616,58.445945945945944,97.34513274336284,65.527950310559,87.22867096555676
Reg-H-Score,99.30069930069929,98.45814977973568,87.79761904761905,98.18840579710145,91.15384615384616,58.445945945945944,96.01769911504425,65.527950310559,86.74716774472763
lr_node2vec_all_normalize_without_transfer,96.50349650349649,75.99118942731278,71.13095238095238,64.1304347826087,94.61538461538463,98.3108108108108,93.36283185840709,90.99378881987577,86.58158081908351
rf_node2vec_all_normalize_without_transfer,100.0,72.02643171806167,81.54761904761905,89.85507246376811,88.84615384615385,100.0,94.69026548672566,75.15527950310559,85.26094206831934
lr_homoGATConv_all_normalize_without_transfer,91.95804195804196,27.973568281938324,94.64285714285714,72.82608695652173,83.46153846153847,98.3108108108108,70.13274336283186,98.13664596273291,75.04370130727942
random,25.874125874125873,39.85507246376812,30.065359477124183,36.486486486486484,27.692307692307693,27.210884353741495,35.099337748344375,29.81366459627329,31.976878335068758
