,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.95145,0.97219,0.96493,0.93273,1.0,0.99396,0.78369,0.8886133955772673
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.96493,0.9234,1.0,0.99396,0.78369,0.8882853037879314
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.96493,0.9234,1.0,0.993,0.77128,0.8862416771242297
xgb_node2vec+_all_normalize_without_transfer,0.80278,0.95145,0.97219,0.96493,0.93273,1.0,0.9941,0.78369,0.8806884279671625
LogME,0.80278,0.94667,0.97823,0.95362,0.9248,0.99346,0.993,0.7305,0.8699254160615758
Reg-H-Score,0.80278,0.94667,0.97823,0.95362,0.9248,0.99346,0.993,0.7305,0.8699254160615758
rf_node2vec+_all_normalize_without_transfer,0.77291,0.9479,0.97461,0.96493,0.93273,1.0,0.9941,0.77128,0.8677905602099519
rf_homo_SAGEConv_all_normalize_without_transfer,0.77291,0.94394,0.96493,0.96493,0.9234,0.99346,0.99479,0.75,0.8618400548027932
rf_node2vec_all_normalize_without_transfer,0.759,0.95145,0.97461,0.95249,0.93273,1.0,0.9941,0.77128,0.8617789621385736
lr_node2vec_all_normalize_without_transfer,0.72218,0.94981,0.97461,0.96493,0.9266,1.0,0.99383,0.78369,0.8509785648083097
rf_homoGATConv_all_normalize_without_transfer,0.71768,0.95104,0.97823,0.96493,0.92247,1.0,0.9941,0.78369,0.8494881066883221
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.96493,0.93273,1.0,0.99479,0.77128,0.8494556250143115
lr_homo_SAGEConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.95136,0.93273,1.0,0.99479,0.77128,0.8482436187114742
lr_node2vec+_all_normalize_without_transfer,0.66203,0.95104,0.96493,0.95362,0.92247,1.0,0.99479,0.77128,0.8249818129102194
random,0.5079383798882682,0.9062042937853105,0.9019000558659217,0.8876107262569832,0.8824894357184503,0.8754885474860334,0.9590732571428573,0.6438946368715084,0.7125702148464563
