,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94981,0.97219,0.95362,0.93273,1.0,0.99396,0.78369,0.8875175261398272
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.97461,0.96493,0.9234,1.0,0.993,0.77128,0.8862416771242297
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.94981,0.97461,0.96493,0.9234,1.0,0.993,0.77128,0.8861559617977026
xgb_node2vec+_all_normalize_without_transfer,0.80278,0.95145,0.97219,0.96493,0.93273,1.0,0.9941,0.78369,0.8806884279671625
Reg-H-Score,0.80278,0.94667,0.97823,0.95362,0.9234,0.99346,0.993,0.7305,0.8698441667277472
LogME,0.80278,0.94667,0.97219,0.95362,0.9234,0.9902,0.99204,0.7305,0.8688031155702393
rf_node2vec+_all_normalize_without_transfer,0.759,0.9479,0.97461,0.96493,0.93273,1.0,0.99396,0.77128,0.8626987238902792
rf_homo_SAGEConv_all_normalize_without_transfer,0.77291,0.94394,0.96493,0.96493,0.9234,0.99346,0.99479,0.74823,0.8615542277722219
rf_node2vec_all_normalize_without_transfer,0.759,0.94981,0.97461,0.93552,0.93273,1.0,0.99396,0.77128,0.8601717929375272
lr_node2vec_all_normalize_without_transfer,0.72218,0.94981,0.97461,0.96493,0.9266,1.0,0.99383,0.78369,0.8509785648083097
rf_homoGATConv_all_normalize_without_transfer,0.71768,0.95104,0.97823,0.96493,0.92213,1.0,0.9941,0.78369,0.8494683747072493
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.95145,0.97461,0.96493,0.93273,1.0,0.9941,0.77128,0.8494271569326844
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.95145,0.97461,0.95136,0.93273,1.0,0.99479,0.77128,0.848093706081946
lr_node2vec+_all_normalize_without_transfer,0.66203,0.95104,0.96493,0.95362,0.92247,0.99346,0.9941,0.77128,0.8240127029451844
