,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.94981,0.9601,0.95362,0.9234,0.98039,0.99273,0.76241,0.8796024356166938
xgb_homo_SAGEConv_all_normalize_without_transfer,0.80278,0.9479,0.97461,0.96493,0.92213,1.0,0.99204,0.77128,0.8780120785403834
xgb_node2vec+_all_normalize_without_transfer,0.80278,0.9479,0.94559,0.96493,0.92213,1.0,0.99273,0.69149,0.8625969620800159
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.9479,0.97219,0.95136,0.9266,1.0,0.9941,0.77128,0.8474604753100958
rf_node2vec+_all_normalize_without_transfer,0.72218,0.93958,0.95405,0.96493,0.92247,0.99346,0.98724,0.77128,0.845174829548866
lr_node2vec_all_normalize_without_transfer,0.72218,0.9464,0.96856,0.96493,0.89653,0.98039,0.993,0.77128,0.8436630270920452
xgb_node2vec_all_normalize_without_transfer,0.70499,0.94927,0.96131,0.95362,0.92213,1.0,0.99204,0.73404,0.8341311745086356
rf_homoGATConv_all_normalize_without_transfer,0.66203,0.9479,0.97461,0.94796,0.92213,1.0,0.99383,0.78369,0.8271103628808026
rf_node2vec_all_normalize_without_transfer,0.71768,0.93958,0.9601,0.93552,0.89653,1.0,0.99273,0.67199,0.8250640802269648
rf_homo_SAGEConv_all_normalize_without_transfer,0.71768,0.94394,0.948,0.95362,0.87107,0.87582,0.99383,0.72518,0.8151381382297465
lr_homo_SAGEConv_all_normalize_without_transfer,0.7189,0.94467,0.56711,0.95136,0.92213,0.98693,0.9941,0.77128,0.8082362553703769
lr_node2vec+_all_normalize_without_transfer,0.54869,0.95104,0.96493,0.95249,0.92247,0.97712,0.9941,0.73227,0.7738204108140233
Reg-H-Score,0.509,0.94667,0.97219,0.95362,0.91153,0.9902,0.90055,0.7305,0.7569216510330201
LogME,0.509,0.94667,0.97219,0.71493,0.91153,0.9902,0.90055,0.69149,0.729303524284997
random,0.5079383798882682,0.9062042937853105,0.9019000558659217,0.8876107262569832,0.8824894357184503,0.8754885474860334,0.9590732571428573,0.6438946368715084,0.7125702148464563
