,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec_all_normalize_without_transfer,0.82447,0.94981,0.96493,0.95362,0.93273,1.0,0.99396,0.78369,0.8868773951836466
xgb_homo_SAGEConv_all_normalize_without_transfer,0.82447,0.9479,0.97461,0.96493,0.92213,1.0,0.993,0.77128,0.8859824300487341
xgb_homoGATConv_all_normalize_without_transfer,0.82447,0.95145,0.96493,0.95362,0.9234,1.0,0.99273,0.76241,0.8829345105508106
xgb_node2vec+_all_normalize_without_transfer,0.80278,0.95145,0.97219,0.96493,0.93273,1.0,0.9941,0.76241,0.8772520442323856
Reg-H-Score,0.80278,0.94667,0.97823,0.95362,0.9234,0.9902,0.993,0.7305,0.8693752840763846
rf_node2vec+_all_normalize_without_transfer,0.759,0.9479,0.97461,0.96493,0.9266,1.0,0.99396,0.77128,0.8623429678785867
rf_node2vec_all_normalize_without_transfer,0.759,0.94981,0.96131,0.93552,0.93273,1.0,0.99396,0.77128,0.858999101240943
rf_homoGATConv_all_normalize_without_transfer,0.71768,0.9479,0.97823,0.96493,0.92213,1.0,0.99383,0.78369,0.8492931215321008
lr_homoGATConv_all_normalize_without_transfer,0.72218,0.94981,0.97219,0.96493,0.93273,1.0,0.9941,0.77128,0.8491280646207638
lr_node2vec_all_normalize_without_transfer,0.72218,0.94981,0.97461,0.96493,0.91793,1.0,0.99383,0.77128,0.8484713803929969
lr_homo_SAGEConv_all_normalize_without_transfer,0.72177,0.94467,0.97461,0.95136,0.9266,1.0,0.9941,0.77128,0.8473551222850568
rf_homo_SAGEConv_all_normalize_without_transfer,0.77291,0.94394,0.948,0.96493,0.92213,0.88889,0.99479,0.73582,0.842943544844618
lr_node2vec+_all_normalize_without_transfer,0.66203,0.95104,0.96493,0.95249,0.92247,0.99346,0.9941,0.77128,0.8239117768492222
LogME,0.509,0.94667,0.97219,0.95362,0.9234,0.9902,0.99204,0.70745,0.7576630211394413
random,0.5079383798882682,0.9062042937853105,0.9019000558659217,0.8876107262569832,0.8824894357184503,0.8754885474860334,0.9590732571428573,0.6438946368715084,0.7125702148464563
